,index,jian_flag_all,pred_label,問題なしの確率（0）,問題ありの確率（1）,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,20_p_num,ID,flag1（前後重複70%以上）,flag2（欠測有無）,flag3（保護者不同意）,flag4（デスクトップPC実施）,flag5（特支学級）,flag6（IAT誤答率20%以上）,SchoolNumber,SchoolClass,PersonalNumber,StudentAge,IAT_pattern,IAT_po,IAT_ne,IAT,IAT1_error,IAT2_error,IAT_Q1,IAT_Q2,IAT_Q3,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,ss1,ss2,ss3,ss4,ss5,ss6,cu1,cu2,cu3,cu4,cu5,cu6,cu7,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,ab1,ab2,ab3,ab4,ab5,ab6,ab7,ab8,pr1,pr2,pr3,pr5,pr6,pr7,pr9,pr10,pr11,pr13,pr14,pr15,pr17,pr18,pr19,pr4,pr8,pr12,pr16,tl1,tl4,tl6,tl8,tl9,tl11,tl13,tl15,tl17,tl2,tl3,tl5,tl7,tl10,tl12,tl14,tl16,fr1,fr3,fr5,fr7,fr9,fr2,fr4,fr6,fr8,ce1,ce2,ce3,ce4,ce5,ce6,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps8,ps9,ps10,self_control,sensation_seeking,callous_unemotional,moral_disengagement,cognitive_distortion,aggression_belief,acceptance,psychological_control,monitoring,family_violence,goal_achievement,group_maintenance,good_friendship,bad_friendship,informal_control,social_cohesion,self_control_after,sensation_seeking_after,callous_unemotional_after,moral_disengagement_after,cognitive_distortion_after,aggression_belief_after,acceptance_after,psychological_control_after,monitoring_after,family_violence_after,goal_achievement_after,group_maintenance_after,good_friendship_after,bad_friendship_after,informal_control_after,social_cohesion_after,season,mondai,hutoukou,ijime,mondai_after,hutoukou_after,ijime_after,jian_flag_half,cluster,cluster_replace,cluster_after,cluster_after_replace,cluster_naimen,cluster_naimen_replace,cluster_naimen_after,cluster_naimen_after_replace,StudentGender_1,StudentGender_2,SchoolGrade_4,SchoolGrade_5,SchoolGrade_6,SchoolGrade_7,SchoolGrade_8,SchoolGrade_9,gakku_1,gakku_10,gakku_11,gakku_12,gakku_13,gakku_14,gakku_15,gakku_16,gakku_17,gakku_18,gakku_19,gakku_2,gakku_20,gakku_21,gakku_22,gakku_3,gakku_4,gakku_5,gakku_6,gakku_7,gakku_8,gakku_9,jian_flag_all
5962,5962,0,0.0,0.8018649396241395,0.19813506037586054,5714,5714,5714,c22_9702,6295,0,0,0,0,0,0,c22,7,2,14,3,6.812445099,6.645391015,-0.167054085,0.0,0.0,3,3,4,2,3,2,3,2,2,3,3,1,1,2,2,3,1,4,4,3,3,4,3,3,2,3,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,4,3,3,4,3,3,3,4,4,4,4,4,3,3,1,2,1,2,1,1,2,3,3,1,1,1,2,3,4,4,3,4,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,4,4,1,1,2,1,2,2,3,3,3,3,4,2,3,2,4,4,4,3,2,3,21,10,11,21,17,13,8,8,7,5,20,15,9,5,8,6,20.0,13.0,11.0,16.0,17.0,11.0,8.0,8.0,6.0,5.0,17.0,15.0,8.0,4.0,9.0,8.0,1,0,0,0,0.0,0.0,0.0,0,2,5,2.0,5.0,4,7,4.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5967,5967,0,0.0,0.8265898121559646,0.17341018784403536,26441,26441,26441,s10_4129,29598,0,0,0,0,0,1,s10,1,29,9,1,7.495541944,7.264430223,-0.23111172100000002,33.33333333,0.0,3,3,4,1,2,2,3,3,1,2,2,3,3,1,3,2,1,4,4,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,3,1,3,3,4,1,1,1,1,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,1,1,1,1,4,4,4,4,3,3,4,2,3,3,4,2,3,2,1,3,15,13,9,11,12,8,7,8,5,4,11,15,6,4,3,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5970,5970,0,0.0,0.7375521930013741,0.26244780699862597,26738,26738,26738,s11_4206,29953,0,0,0,0,0,0,s11,2,6,10,4,7.189167737999999,6.898185828,-0.29098191,9.523809523999999,18.75,4,3,4,2,3,2,3,3,2,3,3,4,3,1,3,4,1,4,3,2,3,4,4,3,2,2,2,2,1,2,2,2,2,1,2,2,1,2,4,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,2,2,2,2,2,3,4,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,2,1,2,2,3,2,2,2,2,2,4,2,3,3,2,3,2,3,2,2,20,16,12,20,22,8,7,11,6,9,9,9,9,7,8,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,9,7,,,9,5,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,5973,0,0.0,0.7174658925943859,0.2825341074056142,742,742,742,c10_9105,849,0,0,0,0,0,1,c10,1,5,15,1,6.998269287,7.329749689,0.33148040300000003,10.52631579,68.75,4,4,4,1,3,3,3,2,1,3,2,4,2,4,4,4,1,4,4,3,4,4,4,3,3,2,1,1,2,3,3,2,3,2,2,2,2,2,4,3,3,2,2,3,2,3,3,3,3,4,3,4,4,4,4,3,3,4,3,3,1,2,1,1,2,1,4,4,4,1,2,2,1,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,1,1,1,1,4,4,4,4,3,4,4,1,3,3,3,2,3,3,2,2,19,19,9,24,28,12,10,8,3,6,12,10,5,4,3,4,20.0,18.0,9.0,20.0,22.0,12.0,11.0,11.0,5.0,7.0,14.0,12.0,5.0,4.0,5.0,4.0,1,0,0,0,0.0,0.0,0.0,0,1,3,4.0,6.0,5,8,5.0,8.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5983,5983,0,0.0,0.7910117849532758,0.20898821504672416,9146,9146,9146,s11_5304,10372,0,0,0,0,0,0,s11,3,4,10,3,7.070274208,6.978851201,-0.09142300800000001,0.0,5.263157895,3,3,3,2,2,2,3,2,2,1,2,1,2,1,3,3,1,4,4,4,3,4,4,4,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,4,3,4,4,4,4,4,4,4,3,3,4,4,4,1,1,1,1,2,2,4,3,4,4,1,1,2,4,4,4,3,4,4,3,2,4,4,3,4,4,2,4,3,4,2,4,4,4,4,1,1,2,1,1,4,4,4,4,4,3,2,3,3,3,2,2,2,2,2,17,11,8,16,13,9,8,8,4,8,12,13,7,5,6,3,21.0,14.0,11.0,29.0,22.0,9.0,9.0,12.0,3.0,5.0,14.0,13.0,12.0,10.0,7.0,3.0,1,0,0,0,0.0,0.0,1.0,1,1,3,5.0,8.0,9,5,7.0,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,5984,0,0.0,0.7387715153746104,0.26122848462538956,15160,15160,15160,s39_6214,17009,0,0,0,0,0,1,s39,2,14,11,4,6.848914778999999,6.522092797999999,-0.32682198100000004,3.333333333,57.14285714,2,2,4,1,1,1,3,3,1,1,1,3,1,1,1,2,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,2,4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,2,1,4,4,4,4,4,4,1,2,2,2,1,1,1,2,2,11,9,7,11,11,8,6,8,5,6,9,9,5,5,6,3,8.0,17.0,13.0,11.0,11.0,8.0,6.0,6.0,3.0,4.0,8.0,9.0,6.0,6.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,1,3,3.0,1.0,8,1,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5990,5990,0,0.0,0.7675114426541066,0.23248855734589324,8479,8479,8479,c9_9329,9604,0,0,0,0,0,0,c9,3,29,14,1,7.358340822000001,6.627453313999999,-0.7308875090000001,7.692307692000001,3.7037037039999996,3,3,4,3,2,1,3,4,1,2,1,4,1,2,2,1,1,4,3,4,3,4,4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,2,3,1,2,2,2,1,1,2,1,2,2,4,2,1,1,2,3,4,4,4,3,4,4,4,2,3,4,4,3,3,3,3,4,2,3,3,2,3,1,1,2,1,2,2,4,4,3,4,4,2,4,4,3,3,3,3,1,4,14,11,11,13,13,8,17,9,7,6,13,13,12,5,7,4,12.0,11.0,10.0,13.0,12.0,8.0,13.0,8.0,5.0,5.0,9.0,11.0,12.0,5.0,5.0,3.0,1,0,0,0,0.0,0.0,0.0,0,5,8,2.0,5.0,8,1,8.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5994,5994,0,0.0,0.7486539952413752,0.25134600475862484,12882,12882,12882,s27_5234,14396,0,0,0,0,0,0,s27,2,34,10,4,7.013115795,6.959048573,-0.054067221,0.0,0.0,4,4,4,1,1,1,1,3,1,4,2,4,1,1,4,4,1,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,4,4,1,1,1,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,3,3,1,1,1,1,1,1,13,15,8,11,11,8,7,6,6,4,11,11,5,4,3,3,8.0,12.0,7.0,11.0,11.0,8.0,6.0,10.0,8.0,4.0,8.0,12.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,1,3,1.0,3.0,6,2,8.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,5999,0,0.0,0.7287549452800028,0.2712450547199971,3649,3649,3649,c18_9221,4029,0,0,0,0,0,0,c18,2,21,14,2,7.60090246,6.665193642,-0.9357088179999999,3.8461538460000004,0.0,3,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,2,3,4,3,3,3,4,3,2,4,3,2,2,2,2,3,3,1,1,4,4,2,3,3,2,2,2,2,2,3,4,3,3,4,3,3,4,4,3,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,4,4,3,2,3,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,21,13,12,25,29,12,17,15,8,9,14,25,9,8,9,9,24.0,14.0,14.0,28.0,33.0,14.0,19.0,16.0,10.0,9.0,15.0,26.0,10.0,8.0,8.0,7.0,1,0,0,0,0.0,0.0,0.0,0,8,9,8.0,9.0,5,8,5.0,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,0,0.0,0.7582361687962157,0.24176383120378425,5092,5092,5092,c22_7505,5622,0,0,0,0,0,0,c22,5,5,12,1,7.1507014579999995,6.745236349,-0.40546510799999996,6.25,4.166666667,4,4,4,1,2,1,3,3,1,3,2,1,1,2,2,3,1,4,4,2,3,4,4,3,1,2,2,1,1,1,2,3,2,1,1,3,2,1,5,1,2,1,1,1,2,3,4,3,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,1,2,3,2,3,3,1,3,2,1,2,2,4,3,4,3,3,3,3,3,3,3,2,2,3,3,2,3,4,4,3,4,1,1,1,1,2,3,2,3,2,3,2,4,4,4,3,3,2,3,2,4,15,10,11,17,22,9,13,12,7,7,19,18,7,4,8,7,12.0,12.0,7.0,21.0,18.0,9.0,14.0,10.0,6.0,6.0,13.0,12.0,10.0,4.0,7.0,7.0,1,0,0,0,0.0,0.0,0.0,0,5,8,2.0,5.0,4,7,9.0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6001,6001,0,0.0,0.7165393346312605,0.2834606653687395,13916,13916,13916,s31_4314,15529,0,0,0,0,0,0,s31,3,14,9,3,7.13089883,6.858965115,-0.271933715,0.0,0.0,3,4,4,2,2,1,3,2,2,2,3,1,2,2,2,2,1,4,4,1,4,4,3,3,1,2,2,1,1,2,3,3,2,1,2,2,3,2,3,2,2,3,2,1,1,2,3,3,3,3,4,4,4,4,4,3,4,3,4,4,2,2,1,1,2,1,2,2,2,1,3,1,1,2,4,3,4,3,3,3,3,4,2,3,3,3,2,3,3,2,3,4,3,4,4,2,2,2,1,4,4,4,4,4,3,4,1,4,3,3,3,3,2,2,4,18,10,12,20,23,12,8,9,9,6,19,16,7,7,3,4,19.0,11.0,13.0,23.0,19.0,11.0,8.0,10.0,7.0,5.0,18.0,19.0,12.0,7.0,4.0,7.0,1,0,0,0,0.0,0.0,0.0,0,2,5,2.0,5.0,5,8,7.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6011,6011,0,0.0,0.7771415100336294,0.22285848996637064,34466,34466,34466,s46_5115,38404,0,0,0,0,0,0,s46,1,15,11,1,7.052336508,6.684611727999999,-0.36772478,11.11111111,7.692307692000001,4,3,4,1,3,2,3,3,1,2,3,1,1,1,4,3,1,4,3,3,3,3,4,3,1,3,2,4,1,2,3,4,2,1,1,2,1,1,2,2,1,1,2,1,1,2,4,4,4,4,3,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,4,3,3,2,2,2,2,4,4,4,3,4,3,4,4,4,2,2,3,3,2,2,2,3,3,3,3,4,4,2,1,2,1,3,3,3,3,3,4,4,1,3,3,3,2,3,2,1,3,17,11,12,24,16,9,11,6,5,8,21,11,8,6,6,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,9,7,,,9,5,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6016,6016,0,0.0,0.729248172100534,0.27075182789946595,8167,8167,8167,c9_7128,9260,0,0,0,0,0,0,c9,1,28,12,3,7.195437351,6.9469759920000005,-0.248461359,0.0,10.0,4,3,4,2,3,2,2,4,1,1,2,2,2,4,2,4,1,3,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,4,1,4,4,3,1,1,1,1,2,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,1,2,1,1,4,4,4,4,4,4,4,1,4,3,2,2,2,2,2,2,14,15,11,11,11,8,6,11,4,4,10,12,6,5,3,3,16.0,15.0,9.0,11.0,11.0,8.0,6.0,13.0,3.0,4.0,9.0,14.0,6.0,6.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,3,1,1.0,3.0,1,4,6.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6017,6017,0,0.0,0.7953754888811011,0.20462451111889904,12907,12907,12907,s27_5324,14421,0,0,0,0,0,0,s27,3,24,10,3,7.726065602,7.215239979,-0.510825624,11.11111111,6.666666667,4,3,3,2,3,2,1,4,2,3,2,1,3,1,4,4,1,4,4,4,4,3,4,3,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,2,1,1,1,1,1,1,4,2,4,1,1,1,1,3,3,4,4,4,3,4,3,3,4,4,3,4,2,4,4,2,3,4,3,4,4,1,1,1,1,3,4,4,4,3,2,3,2,2,1,4,4,2,4,2,2,16,14,9,14,12,8,11,6,5,4,13,14,7,4,4,6,20.0,12.0,10.0,17.0,12.0,8.0,11.0,8.0,8.0,7.0,18.0,16.0,8.0,4.0,5.0,4.0,1,0,0,0,0.0,0.0,0.0,0,2,5,5.0,8.0,6,2,2.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,6019,0,0.0,0.7256808173781645,0.2743191826218356,28627,28627,28627,s2_4229,31995,0,0,0,0,0,0,s2,2,29,10,2,7.377758908,7.070274208,-0.3074847,0.0,15.38461538,3,4,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,4,4,4,1,1,1,1,4,4,4,3,3,4,1,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,4,2,1,2,2,2,2,9,6,9,11,11,8,6,8,3,4,12,16,5,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6023,6023,0,0.0,0.8339724228256806,0.16602757717431943,7912,7912,7912,c8_8403,8977,0,0,0,0,0,0,c8,4,3,13,2,7.726065602,7.338538195,-0.38752740700000005,0.0,11.11111111,3,3,4,1,2,1,3,2,1,2,2,3,1,1,1,2,1,4,4,3,4,4,4,3,3,3,2,1,1,2,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,2,4,3,4,4,3,3,4,4,4,4,4,4,4,4,1,2,1,1,4,1,4,4,4,1,1,1,1,2,4,4,4,4,3,4,2,4,3,3,4,4,4,3,3,2,4,4,1,4,4,2,1,2,1,4,4,4,3,3,3,4,1,3,4,3,2,1,1,2,2,15,9,9,21,14,11,6,10,3,4,14,14,8,6,3,6,11.0,10.0,10.0,13.0,11.0,9.0,6.0,8.0,3.0,4.0,15.0,13.0,7.0,6.0,5.0,6.0,1,0,0,0,0.0,0.0,0.0,0,2,5,6.0,2.0,7,6,9.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6024,6024,0,0.0,0.746028122021171,0.2539718779788291,21054,21054,21054,c17_9227,23412,0,0,0,0,0,1,c17,2,27,15,2,6.65929392,6.767993337,0.10869941699999999,0.0,70.0,1,3,4,4,4,1,4,2,2,2,4,1,1,2,3,2,1,4,3,3,2,3,3,2,1,5,5,1,1,1,6,1,1,1,1,5,1,1,6,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,3,1,4,3,3,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,1,2,2,2,4,4,4,4,4,4,3,3,2,2,4,4,4,3,2,3,24,10,15,24,22,8,7,8,5,5,8,9,9,7,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,9,5,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,6030,0,0.0,0.8249984329465733,0.17500156705342662,26951,26951,26951,s11_6120,30193,0,0,0,0,0,0,s11,1,20,12,3,7.013115795,6.745236349,-0.267879445,0.0,4.166666667,4,4,4,3,3,2,2,4,2,2,3,1,1,1,1,3,2,4,4,3,4,4,2,3,3,4,2,2,1,4,3,2,2,2,1,3,1,3,6,1,1,1,2,3,1,3,2,3,3,4,3,4,3,4,4,4,4,4,3,3,1,1,1,1,2,3,4,4,4,2,2,1,1,4,3,4,2,4,3,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,2,2,1,2,4,4,4,2,3,2,4,1,2,2,4,4,4,1,2,2,18,9,11,26,25,14,8,9,3,6,13,13,5,7,3,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,5,8,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,6032,0,0.0,0.705103127616193,0.2948968723838069,31033,31033,31033,s29_5116,34580,0,0,0,0,0,1,s29,1,16,11,3,6.907755279,6.684611727999999,-0.22314355100000002,22.72727273,21.42857143,3,4,4,3,3,2,4,3,1,3,3,3,2,1,4,3,1,4,1,4,4,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,4,3,3,1,1,2,1,1,3,4,4,4,3,4,3,1,1,3,3,1,1,1,3,2,1,3,1,2,2,1,2,2,1,3,4,4,3,4,1,2,1,1,4,1,4,3,3,2,3,3,4,3,4,2,2,3,4,3,21,14,11,12,11,8,10,9,3,11,26,29,7,5,6,7,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,1,4,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,6037,0,0.0,0.7386983460044776,0.26130165399552246,32356,32356,32356,s35_6111,36160,0,0,0,0,0,0,s35,1,11,12,1,7.13089883,7.052336508,-0.078562323,0.0,11.11111111,4,3,4,2,2,2,3,2,2,2,2,1,1,2,2,2,1,3,3,3,3,3,3,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,4,1,1,1,1,2,1,4,2,4,1,1,1,1,3,4,4,4,4,4,4,3,4,3,3,2,4,3,3,3,3,4,4,3,4,4,2,1,2,2,3,3,3,4,4,4,3,1,3,3,4,3,3,3,3,3,18,9,14,14,11,8,8,7,5,4,16,11,6,7,6,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,2,3,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,6038,0,0.0,0.8070817862468758,0.19291821375312418,17805,17805,17805,c1_7229,19821,0,0,0,0,0,0,c1,2,29,12,2,9.903487553,6.978851201,-2.924636352,5.263157895,0.0,2,3,3,2,2,1,2,4,1,2,2,1,2,2,3,1,1,4,4,3,2,4,3,3,1,4,2,1,1,1,1,3,1,1,1,2,1,1,3,1,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,1,2,1,1,1,3,3,3,3,4,3,3,4,4,2,4,2,2,3,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,1,1,1,2,2,3,4,2,2,3,3,3,2,3,3,3,3,2,1,4,13,10,12,17,15,8,23,19,4,10,12,12,8,5,6,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,9,7,,,2,3,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,6047,0,0.0,0.8287313880391622,0.17126861196083784,34381,34381,34381,s46_4234,38315,0,0,0,0,0,0,s46,2,34,10,4,7.13089883,6.878767742000001,-0.252131088,4.7619047619999995,0.0,4,3,4,2,3,1,2,2,1,2,2,3,4,2,3,3,1,4,3,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,2,4,4,3,4,1,1,1,1,4,1,3,4,4,2,2,2,1,4,4,4,4,3,4,4,2,4,1,3,2,4,4,4,2,4,2,2,3,4,3,2,1,2,1,3,3,4,3,3,4,3,4,3,2,4,4,3,2,1,3,16,16,12,11,17,8,9,9,4,7,16,12,11,6,5,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,5,8,,,1,4,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6049,6049,0,0.0,0.863016880605589,0.13698311939441096,2055,2055,2055,c13_9536,2311,0,0,0,0,0,0,c13,5,36,15,3,7.071384703,6.832247726,-0.239136976,16.66666667,4.545454545,4,4,4,1,3,1,3,2,1,2,3,1,2,1,2,3,1,4,4,3,3,4,4,3,5,4,4,1,1,1,1,3,2,1,1,2,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,4,4,1,2,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,1,1,2,1,3,3,4,4,3,3,4,1,3,3,3,2,3,2,4,3,17,10,10,24,15,8,6,8,3,5,9,9,7,5,5,5,15.0,15.0,13.0,27.0,16.0,9.0,6.0,7.0,3.0,6.0,10.0,10.0,6.0,5.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,6,2,1.0,3.0,9,5,9.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,6053,0,0.0,0.8415847902589764,0.15841520974102363,5662,5662,5662,c22_9525,6241,0,0,0,0,0,0,c22,5,25,14,1,6.832247726,6.5976003510000005,-0.23464737600000002,4.545454545,16.66666667,3,4,4,1,2,1,2,4,1,2,2,2,2,4,4,4,1,4,4,3,4,3,4,4,4,3,4,1,1,3,2,3,2,1,1,3,2,2,3,3,2,2,3,2,4,2,3,3,4,4,3,4,4,4,3,1,2,2,2,2,2,3,2,3,2,1,4,4,4,1,1,1,2,3,4,4,4,4,4,2,4,4,3,2,4,4,4,3,4,3,3,1,3,3,4,1,1,2,1,2,3,3,2,4,3,3,1,4,3,2,3,4,2,2,1,12,17,9,25,28,11,18,13,3,5,13,12,11,5,7,6,15.0,18.0,12.0,20.0,21.0,13.0,16.0,10.0,5.0,4.0,20.0,21.0,5.0,4.0,9.0,6.0,1,0,0,0,0.0,0.0,0.0,0,9,7,4.0,6.0,4,7,4.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6054,6054,0,0.0,0.8112211832077311,0.1887788167922689,27207,27207,27207,s12_5317,30461,0,0,0,0,0,0,s12,3,17,11,1,7.195437351,6.858965115,-0.336472237,0.0,0.0,4,4,4,2,1,1,2,4,1,2,1,2,2,1,2,3,1,4,4,3,3,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,1,1,2,1,4,4,4,4,4,4,4,1,3,4,2,1,1,3,1,2,11,11,9,14,11,8,6,6,3,4,12,9,5,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,3,1,,,8,1,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
